Time	gauge_0	gauge_1	gauge_2	gauge_3	gauge_4	gauge_5	gauge_6	gauge_7	gauge_8	gauge_9	gauge_10	gauge_11	gauge_12	gauge_13	gauge_14	gauge_15	gauge_16	gauge_17	gauge_18	gauge_19	gauge_20	gauge_21	gauge_22	gauge_23	gauge_24	gauge_25	gauge_26	gauge_27	gauge_28	gauge_29	gauge_30	gauge_31	gauge_32	gauge_33	gauge_34	gauge_35	gauge_36	gauge_37	gauge_38	gauge_39	gauge_40	gauge_41	gauge_42	gauge_43	gauge_44	gauge_45	gauge_46	gauge_47	gauge_48	gauge_49	gauge_50	gauge_51	gauge_52	gauge_53	gauge_54	gauge_55	gauge_56	gauge_57	gauge_58	gauge_59	gauge_60	gauge_61	gauge_62	gauge_63	gauge_64	gauge_65	gauge_66	gauge_67	gauge_68	gauge_69	gauge_70	gauge_71	gauge_72	gauge_73	gauge_74	gauge_75	gauge_76	gauge_77	gauge_78	gauge_79
18.2571	-0.00479359	-0.00470985	-0.00427592	-0.00349012	-0.00238619	-0.000997474	0.000659531	0.00251238	0.00441096	0.00617817	0.00764366	0.00869378	0.00930435	0.00954492	0.00954716	0.00941956	0.00922192	0.00897237	0.00869426	0.00841136	0.00813079	0.0078181	0.00739458	0.00674205	0.00576031	0.00442403	0.00281433	0.00108441	-0.000598406	-0.00212494	-0.00342149	-0.00443049	-0.00510578	-0.00540974	-0.00534152	-0.00493744	-0.00424545	-0.00336693	-0.00242274	-0.00152555	-0.000732292	-3.10757e-05	0.000630554	0.00130864	0.00203886	0.0028476	0.00377211	0.00485074	0.00608304	0.00741691	0.00876404	0.0100019	0.0109874	0.0115721	0.011643	0.0111929	0.0102456	0.00893965	0.0074445	0.00590701	0.00442936	0.00306735	0.00185577	0.000823996	-1.57937e-05	-0.000670544	-0.0011708	-0.00157805	-0.00196882	-0.00240745	-0.00292244	-0.0034878	-0.00402192	-0.00441331	-0.00455006	-0.0043695	-0.00381908	-0.00289645	-0.00165362	-0.000174289
18.2714	-0.00477907	-0.00477159	-0.00442047	-0.00371636	-0.0026879	-0.00136734	0.00023259	0.00205357	0.00395543	0.00576413	0.00730262	0.00844467	0.0091486	0.00946638	0.00952316	0.00943108	0.00925899	0.00902914	0.00876497	0.00849326	0.00822697	0.00793897	0.00755859	0.00697033	0.00606433	0.0047971	0.00323224	0.00151254	-0.000193161	-0.00176394	-0.00312164	-0.00420541	-0.00496576	-0.00536034	-0.00537481	-0.00504657	-0.00441518	-0.0035744	-0.0026436	-0.0017415	-0.000935848	-0.000226007	0.000435157	0.00110376	0.00181768	0.00260357	0.00349877	0.00454552	0.00575204	0.00707625	0.00843745	0.00971995	0.0107844	0.0114795	0.0116723	0.0113461	0.0105072	0.00927637	0.0078214	0.00629317	0.00480276	0.00341356	0.00216483	0.00108992	0.000205592	-0.000489684	-0.00102148	-0.00144753	-0.00184309	-0.00227759	-0.00278833	-0.00336018	-0.00392044	-0.00436159	-0.0045664	-0.00446504	-0.00400146	-0.00316154	-0.00198794	-0.000557338
18.2857	-0.00474703	-0.00481455	-0.00454511	-0.00392337	-0.00297204	-0.0017221	-0.000183558	0.00159851	0.00349568	0.00533793	0.0069433	0.00817404	0.00897176	0.0093701	0.00948537	0.00943295	0.00928811	0.00907953	0.00883039	0.00857	0.0083167	0.0080507	0.0077098	0.00718281	0.00635233	0.00515767	0.00364399	0.00194226	0.000219935	-0.00139055	-0.00280551	-0.00396105	-0.00480462	-0.005289	-0.00538947	-0.00513841	-0.00457155	-0.00377329	-0.0028605	-0.00195663	-0.0011397	-0.00042061	0.000241505	0.00090206	0.00160094	0.00236511	0.0032316	0.00424565	0.00542371	0.00673371	0.00810287	0.00942273	0.0105587	0.0113581	0.0116756	0.0114709	0.0107455	0.00959718	0.00819005	0.00667758	0.00517934	0.0037664	0.00248296	0.00136615	0.000437184	-0.000299784	-0.000865194	-0.00131253	-0.00171496	-0.00214607	-0.00265151	-0.0032269	-0.00380901	-0.0042952	-0.00456632	-0.00454141	-0.00416411	-0.00340851	-0.00230751	-0.000930457
18.3	-0.00469747	-0.00483928	-0.00464991	-0.00411093	-0.00323816	-0.00206091	-0.000587599	0.00114883	0.00303345	0.00490122	0.00656696	0.00788247	0.00877369	0.00925547	0.00943329	0.00942444	0.0093089	0.00912325	0.00889037	0.00864166	0.00840033	0.00815385	0.00784879	0.00737971	0.00662386	0.00550461	0.00404801	0.00237178	0.000639881	-0.00100585	-0.00247387	-0.00369803	-0.00462266	-0.00519588	-0.00538576	-0.00521234	-0.00471363	-0.00396262	-0.00307261	-0.0021704	-0.00134369	-0.000614954	4.93826e-05	0.000703306	0.00138845	0.00213212	0.0029707	0.0039516	0.00509891	0.00639054	0.00776186	0.009112	0.0103118	0.0112092	0.0116506	0.0115663	0.0109588	0.00990046	0.00854875	0.00705878	0.00555794	0.00412504	0.00280959	0.00165247	0.000679069	-0.000100573	-0.000701552	-0.00117264	-0.00158419	-0.00201299	-0.00251242	-0.00308883	-0.00368855	-0.00421505	-0.00454985	-0.00459894	-0.00430695	-0.00363687	-0.00261144	-0.00129245
18.3143	-0.00463107	-0.00484622	-0.0047351	-0.0042789	-0.00348587	-0.00238321	-0.000978304	0.000706229	0.00257056	0.00445572	0.00617494	0.00757069	0.00855441	0.00912196	0.00936599	0.00940426	0.00932102	0.00915991	0.0089447	0.00870829	0.00847815	0.00824895	0.00797618	0.00756136	0.00687858	0.00583689	0.00444279	0.00279931	0.00106529	-0.000610903	-0.00212766	-0.00341703	-0.00442024	-0.00508106	-0.00536227	-0.00526791	-0.00484058	-0.00414141	-0.00327902	-0.00238221	-0.00154754	-0.000809116	-0.000141382	0.000507273	0.00118	0.00190449	0.00271614	0.00366375	0.00477844	0.00604791	0.00741594	0.00878952	0.0100454	0.0110339	0.0115948	0.0116314	0.0111458	0.0101846	0.00889576	0.00743524	0.00593735	0.00448857	0.00314409	0.00194854	0.000931267	0.000108196	-0.000530164	-0.00102743	-0.00145049	-0.0018783	-0.00237156	-0.00294658	-0.00355997	-0.00412218	-0.00451668	-0.00463825	-0.00442997	-0.00384618	-0.00289898	-0.0016422
18.3286	-0.00454877	-0.00483581	-0.00480091	-0.00442719	-0.00371481	-0.00268843	-0.00135462	0.000272275	0.00210875	0.00400318	0.00576863	0.00723957	0.00831408	0.00896917	0.00928294	0.00937167	0.00932422	0.00918918	0.00899317	0.00876986	0.00855041	0.00833651	0.00809263	0.00772821	0.00711633	0.00615363	0.00482688	0.00322314	0.00149457	-0.000206773	-0.00176786	-0.00311879	-0.0041978	-0.00494475	-0.00531708	-0.00530474	-0.00495156	-0.00430868	-0.00347882	-0.00259141	-0.001751	-0.0010031	-0.000330941	0.000313739	0.000975367	0.00168204	0.0024679	0.00338242	0.004463	0.00570691	0.00706654	0.00845696	0.00976128	0.0108335	0.011509	0.0116677	0.0113055	0.010448	0.00922934	0.00780541	0.00631629	0.00485601	0.00348578	0.00225397	0.00119371	0.000326714	-0.000350658	-0.000876458	-0.00131352	-0.00174199	-0.0022291	-0.00280066	-0.00342415	-0.00401753	-0.00446734	-0.0046601	-0.00453328	-0.00403609	-0.00316942	-0.00197872
18.3429	-0.00445162	-0.0048077	-0.00484787	-0.00455579	-0.00392473	-0.002976	-0.00171572	-0.000151385	0.00164979	0.00354538	0.00534943	0.00689014	0.00805299	0.00879675	0.00918356	0.0093263	0.00931809	0.00921069	0.00903549	0.0088263	0.00861731	0.00841701	0.00819876	0.00788076	0.00733709	0.00645407	0.00519893	0.00364164	0.00192608	0.000205572	-0.0013955	-0.00280405	-0.00395586	-0.00478712	-0.00524991	-0.00532303	-0.00504584	-0.00446345	-0.00367104	-0.00279735	-0.00195368	-0.00119694	-0.000519447	0.000122516	0.000774344	0.00146459	0.00222593	0.00310785	0.00415321	0.00536854	0.00671503	0.008116	0.00946123	0.0106095	0.0113938	0.0116782	0.0114372	0.010689	0.00954778	0.00816768	0.00669343	0.00522632	0.00383389	0.00256827	0.00146627	0.000555134	-0.000162691	-0.000719286	-0.00117291	-0.00160394	-0.00208518	-0.00265175	-0.00328196	-0.00390206	-0.00440245	-0.00466515	-0.00461706	-0.00420636	-0.00342212	-0.00230107
18.3571	-0.00434054	-0.00476179	-0.00487652	-0.00466476	-0.0041154	-0.00324547	-0.0020607	-0.000563275	0.00119538	0.00308407	0.00491893	0.00652353	0.00777157	0.00860451	0.00906729	0.00926738	0.00930128	0.00922414	0.00907137	0.00887749	0.00867901	0.00849088	0.00829524	0.00801961	0.00754098	0.0067376	0.00555768	0.0040532	0.00235809	0.00062519	-0.00101166	-0.00247363	-0.00369499	-0.00460846	-0.00516087	-0.00532336	-0.0051227	-0.00460481	-0.00385473	-0.0029992	-0.00215516	-0.00139046	-0.000707021	-6.65842e-05	0.000576699	0.00125192	0.00199013	0.0028402	0.00384963	0.00503374	0.00636273	0.00776823	0.00914701	0.0103635	0.0112504	0.011661	0.0115403	0.0109061	0.00984951	0.00852044	0.00706737	0.0055984	0.00418761	0.00289087	0.0017487	0.000793581	3.40595e-05	-0.000555481	-0.00102827	-0.00146398	-0.00194005	-0.00250039	-0.0031343	-0.00377668	-0.00432289	-0.00465329	-0.0046816	-0.00435681	-0.00365651	-0.00260834
18.3679	-0.00424756	-0.00471433	-0.00488458	-0.00473185	-0.00424385	-0.00343373	-0.00230696	-0.000862488	0.000859164	0.00273665	0.00458875	0.00623663	0.00754578	0.00844551	0.00896717	0.00921274	0.00928018	0.00922804	0.00909325	0.00891185	0.00872147	0.00854163	0.00836087	0.00811407	0.00768158	0.00693734	0.00581599	0.00435547	0.00268096	0.000944074	-0.000716058	-0.00221483	-0.00348572	-0.00445896	-0.0050777	-0.00530903	-0.00516687	-0.00470008	-0.0039854	-0.00314691	-0.00230504	-0.00153527	-0.00084709	-0.000206947	0.000430814	0.00109581	0.00181777	0.00264467	0.00362686	0.00478586	0.00609875	0.00750342	0.00890205	0.0101637	0.0111227	0.0116253	0.0115956	0.0110501	0.0100622	0.00877665	0.00734431	0.00587781	0.00445631	0.00313846	0.00196758	0.000979881	0.000188404	-0.000427342	-0.000916469	-0.00135741	-0.00183034	-0.0023855	-0.00302003	-0.00367595	-0.00425297	-0.00463144	-0.00471588	-0.00445472	-0.00381821	-0.00282692
18.3786	-0.00414773	-0.00465738	-0.00488304	-0.00478811	-0.00436138	-0.00361144	-0.00254361	-0.00115379	0.000527197	0.00238899	0.00425386	0.00594131	0.00730919	0.00827532	0.00885711	0.00914996	0.00925259	0.00922733	0.00911116	0.00894307	0.00876108	0.00858901	0.00842169	0.00820149	0.007813	0.00712713	0.00606575	0.00465233	0.00300243	0.00126561	-0.000415064	-0.00194816	-0.00326653	-0.004298	-0.00498232	-0.0052826	-0.00520079	-0.0047869	-0.0041103	-0.00329149	-0.00245373	-0.00167971	-0.000986715	-0.000346273	0.000286624	0.000942159	0.00164873	0.0024531	0.00340799	0.00454079	0.0058355	0.00723628	0.00865086	0.00995326	0.0109803	0.0115724	0.0116344	0.0111792	0.0102639	0.00902587	0.007618	0.00615703	0.00472724	0.00339007	0.00219168	0.0011718	0.000347946	-0.000295056	-0.00080198	-0.0012495	-0.00172001	-0.00226964	-0.00290336	-0.00357056	-0.00417575	-0.00459994	-0.00474013	-0.00454147	-0.00396915	-0.00303621
18.3893	-0.00404148	-0.00459147	-0.0048715	-0.00483374	-0.00446798	-0.00377852	-0.00277034	-0.00143678	0.000200209	0.00204186	0.00391499	0.00563811	0.00706215	0.00809402	0.00873696	0.00907884	0.00921824	0.00922129	0.00912504	0.00897107	0.00879783	0.00863316	0.00847793	0.00828218	0.00793544	0.00730688	0.00630656	0.00494317	0.00332182	0.00158916	-0.000109097	-0.00167405	-0.00303772	-0.00412578	-0.00487483	-0.00524389	-0.00522452	-0.00486498	-0.00422902	-0.00343258	-0.002601	-0.00182369	-0.0011259	-0.000484628	0.000144042	0.000790862	0.00148291	0.00226548	0.00319316	0.00429883	0.00557344	0.00696745	0.00839417	0.00973283	0.0108238	0.0115025	0.0116576	0.0112932	0.0104539	0.0092674	0.00788781	0.00643553	0.00499998	0.0036454	0.00242081	0.0013693	0.000512775	-0.000158459	-0.00068462	-0.00114014	-0.00160905	-0.00215294	-0.00278458	-0.00346091	-0.00409164	-0.00455904	-0.00475454	-0.00461713	-0.0041092	-0.00323594
18.4	-0.00392928	-0.00451699	-0.00484985	-0.00486891	-0.00456368	-0.00393488	-0.00298696	-0.00171108	-0.000121087	0.001696	0.00357289	0.00532762	0.00680506	0.00790169	0.0086066	0.00899915	0.00917689	0.00920949	0.00913473	0.00899573	0.00883172	0.00867419	0.00852984	0.00835642	0.00804913	0.00747656	0.00653807	0.0052274	0.00363844	0.00191403	0.000201473	-0.00139294	-0.00279965	-0.00394252	-0.00475531	-0.00519293	-0.00523807	-0.00493399	-0.00434117	-0.00356978	-0.00274656	-0.00196708	-0.00126465	-0.00062207	2.99621e-06	0.000641818	0.00132024	0.0020818	0.00298247	0.00406026	0.00531303	0.0066975	0.00813268	0.00950321	0.0106538	0.0114161	0.0116664	0.0113917	0.0106316	0.00950058	0.00815311	0.00671276	0.00527407	0.00390413	0.00265475	0.00157231	0.000682964	-1.73915e-05	-0.000564201	-0.00102917	-0.00149744	-0.00203557	-0.00266398	-0.00334738	-0.00400104	-0.00450904	-0.00475915	-0.00468175	-0.00423827	-0.00342583
18.4118	-0.00380001	-0.00442624	-0.00481487	-0.00489626	-0.00465682	-0.00409473	-0.00321354	-0.00200229	-0.000466878	0.00131847	0.00319454	0.0049794	0.00651217	0.00767851	0.00845211	0.00890199	0.0091236	0.00919001	0.0091406	0.009019	0.00886575	0.0087159	0.00858229	0.00843116	0.00816459	0.00765176	0.00678167	0.00553161	0.00398234	0.0022715	0.000547134	-0.00107708	-0.00252839	-0.00372944	-0.00461099	-0.00512358	-0.00524198	-0.00499952	-0.00445666	-0.00371575	-0.0029042	-0.0021237	-0.00141647	-0.000772036	-0.000150244	0.000480528	0.00114495	0.00188439	0.00275581	0.00380233	0.00502935	0.00640051	0.00784108	0.00924183	0.0104529	0.0113034	0.011659	0.0114828	0.0108125	0.00974671	0.00843873	0.00701517	0.00557604	0.0041916	0.00291672	0.00180122	0.0008758	0.000142584	-0.000428405	-0.000905404	-0.00137412	-0.00190606	-0.00252984	-0.00321888	-0.00389486	-0.00444459	-0.00475331	-0.00474072	-0.00436785	-0.00362326
18.4235	-0.00366467	-0.00432615	-0.0047679	-0.00491137	-0.00473688	-0.00424152	-0.00342749	-0.00228217	-0.000804245	0.000944378	0.00281416	0.00462401	0.00620829	0.00744243	0.0082851	0.00879401	0.00906139	0.00916329	0.00914108	0.00903792	0.00889625	0.00875406	0.00863004	0.00849886	0.00827014	0.0078149	0.00701331	0.00582648	0.00432119	0.00262877	0.000897122	-0.000753926	-0.00224684	-0.0035037	-0.00445247	-0.00503949	-0.00523303	-0.00505342	-0.00456325	-0.00385608	-0.00305904	-0.00227921	-0.00156769	-0.000921022	-0.000301803	0.00032171	0.000973179	0.00169162	0.00253433	0.00354909	0.00474866	0.00610358	0.00754544	0.00897132	0.0102373	0.0111718	0.011631	0.0115544	0.010977	0.00998116	0.00871724	0.00731462	0.00587845	0.00448224	0.00318389	0.00203653	0.00107521	0.00030831	-0.000288446	-0.000779315	-0.00124987	-0.00177595	-0.00239422	-0.00308662	-0.00378188	-0.00437019	-0.00473529	-0.00478661	-0.00448401	-0.00380825
18.4353	-0.00352385	-0.00421724	-0.00470927	-0.00491448	-0.00480394	-0.00437518	-0.00362862	-0.00255033	-0.00113241	0.000574678	0.00243273	0.00426237	0.00589407	0.00719374	0.00810555	0.00867498	0.00899	0.00912898	0.00913584	0.00905232	0.00892311	0.00878875	0.00867334	0.0085599	0.00836617	0.00796611	0.00723269	0.00611134	0.00465413	0.00298489	0.00125063	-0.000424082	-0.00195554	-0.00326572	-0.00427996	-0.00494066	-0.00521031	-0.00509538	-0.00466043	-0.00399025	-0.00321065	-0.00243337	-0.00171822	-0.00106911	-0.000451775	0.000165229	0.000804776	0.00150339	0.0023181	0.0033008	0.00447144	0.0058074	0.00724662	0.0086927	0.0100081	0.011022	0.0115821	0.0116059	0.0111243	0.0102031	0.00898775	0.0076103	0.00618062	0.00477553	0.00345589	0.00227805	0.00128122	0.000479942	-0.000144081	-0.000650671	-0.00112459	-0.00164535	-0.00225731	-0.00295104	-0.0036626	-0.00428633	-0.00470523	-0.00481969	-0.00458669	-0.00398054
18.4471	-0.00337814	-0.00410007	-0.00463959	-0.00490582	-0.00485811	-0.00449571	-0.00381677	-0.00280637	-0.00145075	0.000210357	0.00205126	0.00389538	0.00557018	0.0069328	0.00791347	0.0085447	0.00890917	0.00908679	0.00912429	0.00906204	0.00894625	0.00882001	0.00871244	0.00861468	0.00845309	0.00810559	0.00743958	0.00638559	0.00498033	0.00333897	0.00160681	-8.80919e-05	-0.00165508	-0.00301594	-0.0040937	-0.00482716	-0.00517278	-0.00512513	-0.00474772	-0.00411772	-0.00335859	-0.0025859	-0.00186797	-0.00121628	-0.000600246	1.09795e-05	0.000639591	0.00131957	0.00210714	0.00305769	0.00419811	0.00551262	0.00694548	0.00840694	0.00976624	0.0108547	0.0115126	0.0116379	0.0112538	0.0104115	0.00924936	0.00790143	0.00648186	0.0050709	0.00373234	0.00252554	0.00149378	0.000657641	4.92772e-06	-0.000519226	-0.000998128	-0.00151431	-0.00211934	-0.00281249	-0.00353754	-0.00419351	-0.00466337	-0.00484038	-0.0046759	-0.0041399
18.458	-0.00323884	-0.0039841	-0.00456507	-0.00488653	-0.0048967	-0.00459545	-0.00397933	-0.00303262	-0.00173669	-0.000122061	0.0016979	0.00355052	0.00526108	0.00667951	0.00772356	0.00841316	0.00882513	0.00904013	0.00910741	0.00906657	0.00896417	0.0088459	0.00874504	0.00866008	0.00852574	0.00822449	0.00762001	0.00662992	0.0052762	0.00366499	0.00193914	0.00022914	-0.0013681	-0.00277345	-0.00390825	-0.00470824	-0.0051242	-0.00514151	-0.00481917	-0.00422938	-0.00349213	-0.00272578	-0.00200619	-0.00135206	-0.000736795	-0.000130264	0.000489044	0.00115287	0.00191612	0.00283691	0.00394829	0.00524073	0.00666442	0.00813587	0.00953083	0.0106838	0.0114294	0.0116514	0.0113572	0.0105919	0.00948326	0.00816676	0.00676005	0.00534655	0.00399273	0.00276062	0.00169717	0.000828372	0.000147818	-0.000394342	-0.000879465	-0.00139224	-0.00199048	-0.00268151	-0.00341655	-0.00409948	-0.00461378	-0.00484846	-0.00474624	-0.00427568
18.4689	-0.00309632	-0.00386193	-0.00448182	-0.0048567	-0.00492465	-0.00468392	-0.00413053	-0.00324795	-0.00201328	-0.000448216	0.00134615	0.00320263	0.00494487	0.00641642	0.00752299	0.00827168	0.00873255	0.0089863	0.00908469	0.00906688	0.00897865	0.00886885	0.00877435	0.00870068	0.00859123	0.00833374	0.00778948	0.00686425	0.00556494	0.00398776	0.00227228	0.000550819	-0.00107419	-0.0025215	-0.00371146	-0.00457683	-0.00506292	-0.00514773	-0.00488135	-0.00433439	-0.00362171	-0.00286374	-0.00214351	-0.00148705	-0.000872168	-0.000269753	0.000341024	0.000989756	0.00172962	0.00262088	0.00370246	0.00497101	0.00638267	0.00786027	0.0092862	0.010499	0.0113292	0.0116496	0.0114447	0.0107592	0.00970808	0.0084268	0.00703623	0.00562301	0.0042562	0.00300039	0.00190609	0.0010045	0.000295086	-0.00026662	-0.000759532	-0.0012698	-0.00186107	-0.0025487	-0.00329145	-0.00399858	-0.00455463	-0.00484607	-0.00480508	-0.00440004
18.479	-0.00296217	-0.00374387	-0.00439726	-0.00481947	-0.00494078	-0.00475521	-0.00425957	-0.00343645	-0.00225959	-0.000742889	0.00102368	0.00287941	0.004647	0.0061649	0.00732816	0.00813187	0.00863907	0.00892983	0.0090581	0.00906294	0.00898877	0.00888732	0.00879847	0.008734	0.00864542	0.00842596	0.00793583	0.00707101	0.00582433	0.00428204	0.00257982	0.000851257	-0.000796967	-0.0022806	-0.00351961	-0.00444413	-0.00499459	-0.00514372	-0.0049299	-0.0044248	-0.00373731	-0.00298905	-0.00226931	-0.00161089	-0.000996091	-0.000396978	0.000206609	0.000842384	0.00156157	0.00242592	0.00347947	0.00472444	0.0061225	0.00760236	0.00905267	0.0103163	0.0112213	0.0116322	0.0115106	0.0109012	0.00990666	0.00866133	0.00728876	0.00587845	0.00450185	0.00322578	0.00210391	0.0011721	0.00043521	-0.000145927	-0.000647481	-0.0011564	-0.00174122	-0.0024247	-0.00317259	-0.0038995	-0.00449159	-0.004834	-0.00484887	-0.00450419
18.49	-0.00281357	-0.00361012	-0.00429761	-0.00476935	-0.00494881	-0.00482263	-0.00438973	-0.00363161	-0.00251887	-0.00105732	0.000674896	0.00252542	0.00431666	0.0058822	0.00710598	0.00796997	0.00852882	0.00886119	0.00902319	0.009054	0.00899641	0.00890469	0.00882194	0.00876635	0.00869848	0.00851808	0.0080853	0.00728664	0.00609962	0.0045988	0.0029148	0.00118213	-0.000488948	-0.00200975	-0.00330029	-0.004288	-0.0049082	-0.00512875	-0.00497374	-0.00451651	-0.00385904	-0.00312344	-0.00240544	-0.00174519	-0.00113025	-0.000534282	6.21271e-05	0.000684737	0.00138235	0.00221782	0.00324039	0.00445824	0.0058391	0.00731813	0.00879084	0.0101055	0.0110887	0.0115963	0.0115666	0.0110428	0.0101137	0.00891105	0.0075613	0.00615696	0.004772	0.00347555	0.00232467	0.00136004	0.000592432	-1.12615e-05	-0.000523728	-0.00103226	-0.00161017	-0.00228819	-0.0030398	-0.00378578	-0.00441468	-0.00481091	-0.0048862	-0.00460704
18.501	-0.00266294	-0.00347147	-0.0041903	-0.0047093	-0.00494647	-0.00487883	-0.00450829	-0.00381519	-0.00276757	-0.0013635	0.000330154	0.00217068	0.0039811	0.0055909	0.00687349	0.00779787	0.00840944	0.00878472	0.00898173	0.00903971	0.00900026	0.008919	0.00884239	0.00879461	0.0087453	0.00860128	0.00822381	0.0074912	0.00636598	0.00491019	0.00324845	0.00151566	-0.000175298	-0.00173062	-0.00307041	-0.00411966	-0.00480895	-0.00510124	-0.00500736	-0.00460027	-0.00397558	-0.00325501	-0.00254021	-0.00187857	-0.00126333	-0.000670046	-8.01008e-05	0.000530356	0.00120752	0.00201476	0.00300607	0.00419546	0.00555673	0.00703146	0.00852213	0.00988288	0.0109403	0.0115421	0.0116054	0.0111695	0.0103095	0.00915338	0.00783	0.00643472	0.00504402	0.00372922	0.00255064	0.00155353	0.000754547	0.000126873	-0.000398156	-0.000907584	-0.00147891	-0.00215058	-0.00290395	-0.00366634	-0.0043293	-0.00477711	-0.00491236	-0.00469812
18.5109	-0.00252594	-0.0033427	-0.00408721	-0.00464665	-0.00493503	-0.00491943	-0.00460455	-0.00396989	-0.00298164	-0.00163121	2.42518e-05	0.00185143	0.00367507	0.00532145	0.00665524	0.00763381	0.0082937	0.0087087	0.00893835	0.00902198	0.00900024	0.00892904	0.00885814	0.00881657	0.00878214	0.00866849	0.00833878	0.00766521	0.00659726	0.00518499	0.00354684	0.00181751	0.000111663	-0.00147237	-0.00285437	-0.00395734	-0.00470809	-0.00506495	-0.00502827	-0.00466815	-0.00407542	-0.0033706	-0.00266011	-0.00199772	-0.00138213	-0.000790912	-0.000206181	0.000394227	0.00105403	0.00183653	0.00279962	0.00396232	0.00530396	0.00677189	0.00827484	0.00967266	0.010793	0.0114774	0.011626	0.0112698	0.0104751	0.00936426	0.00806779	0.0066835	0.00529008	0.0039607	0.0027585	0.00173263	0.000904947	0.000254496	-0.000283326	-0.000794817	-0.00136063	-0.00202596	-0.00277926	-0.0035541	-0.00424522	-0.00473717	-0.0049262	-0.00476946
18.5208	-0.00238792	-0.00321068	-0.00397856	-0.00457651	-0.00491513	-0.00495122	-0.00469145	-0.00411507	-0.0031867	-0.00189148	-0.000277091	0.00153283	0.00336597	0.00504585	0.00642907	0.00746154	0.00817038	0.00862607	0.00888934	0.00899969	0.00899691	0.00893649	0.00887154	0.00883556	0.00881444	0.00872902	0.00844513	0.00782997	0.00682055	0.00545441	0.00384303	0.00212041	0.000402555	-0.00120816	-0.00263037	-0.00378548	-0.00459689	-0.00501829	-0.00504091	-0.00472898	-0.00417041	-0.00348337	-0.00277857	-0.00211599	-0.00150006	-0.00091063	-0.000330603	0.00026054	0.000903926	0.00166241	0.00259728	0.00373248	0.0050528	0.00651141	0.00802325	0.00945415	0.0106338	0.0113984	0.0116344	0.0113574	0.0106307	0.00956812	0.00830147	0.0069308	0.00553692	0.0041948	0.00297025	0.00191615	0.00105948	0.000385237	-0.000166719	-0.000681442	-0.00124225	-0.00190078	-0.00265266	-0.0034379	-0.00415493	-0.00468889	-0.0049314	-0.00483126
18.5307	-0.00224916	-0.00307576	-0.0038647	-0.00449918	-0.00488649	-0.00497437	-0.00476904	-0.00425068	-0.00338257	-0.00214396	-0.000573304	0.00121547	0.00305436	0.0047645	0.00619525	0.00728109	0.00803942	0.0085367	0.00883456	0.00897261	0.00898996	0.00894129	0.00888261	0.00885171	0.00884245	0.00878315	0.00854303	0.00798542	0.00703556	0.00571798	0.0041365	0.00242383	0.000696966	-0.000938351	-0.00239859	-0.00360425	-0.00447545	-0.00496131	-0.00504537	-0.00478252	-0.00426023	-0.00359306	-0.00289541	-0.00223331	-0.00161711	-0.00102924	-0.000453428	0.000129188	0.000757132	0.00149237	0.00239914	0.00350615	0.00480361	0.0062505	0.00776794	0.00922799	0.0104632	0.0113053	0.0116298	0.0114322	0.0107756	0.00976452	0.00853055	0.00717617	0.00578417	0.00443123	0.00318574	0.00210407	0.0012182	0.000519233	-4.81803e-05	-0.000567344	-0.00112379	-0.00177519	-0.00252442	-0.00331805	-0.00405873	-0.00463252	-0.00492782	-0.00488358
18.5406	-0.00210993	-0.00293827	-0.00374594	-0.00441492	-0.00484928	-0.00498898	-0.00483734	-0.0043767	-0.00356911	-0.00238831	-0.000863879	0.00089997	0.0027408	0.00447788	0.00595405	0.00709256	0.00790077	0.0084405	0.00877388	0.00894064	0.00897911	0.0089434	0.00889136	0.00886516	0.0088664	0.00883111	0.00863267	0.00813153	0.00724198	0.00597526	0.00442674	0.00272723	0.000994449	-0.000663306	-0.0021594	-0.00341388	-0.00434386	-0.00489397	-0.00504124	-0.00482851	-0.00434458	-0.00369941	-0.0030104	-0.00234961	-0.00173327	-0.00114676	-0.000574739	8.86246e-08	0.000613554	0.0013264	0.0022053	0.00328354	0.00455671	0.00598961	0.00750948	0.00899481	0.0102817	0.0111985	0.0116109	0.011494	0.0109097	0.00995298	0.00875456	0.00741917	0.00603145	0.00466969	0.00340475	0.00229628	0.00138116	0.000656617	7.24388e-05	-0.000452433	-0.00100523	-0.00164931	-0.00239473	-0.0031949	-0.00395694	-0.00456841	-0.00491521	-0.00492646
18.5505	-0.0019705	-0.00279853	-0.00362261	-0.00432402	-0.00480368	-0.00499516	-0.00489644	-0.0044931	-0.00374616	-0.00262427	-0.00114831	0.000586927	0.00242585	0.00418645	0.00570576	0.00689605	0.00775442	0.00833736	0.00870716	0.00890363	0.00896437	0.00894276	0.00889778	0.00887603	0.00888651	0.00887315	0.00871426	0.00826829	0.00743957	0.00622581	0.00471323	0.00303007	0.00129453	-0.000383386	-0.00191314	-0.00321459	-0.00420221	-0.00481624	-0.00502788	-0.00486675	-0.00442317	-0.00380213	-0.0031234	-0.00246477	-0.00184851	-0.00126323	-0.000694602	-0.000126835	0.000473093	0.00116444	0.0020158	0.00306483	0.00431242	0.0057292	0.00724843	0.00875524	0.0100898	0.0110784	0.0115772	0.0115422	0.0110323	0.010133	0.00897302	0.00765936	0.00627836	0.00490988	0.00362709	0.00249272	0.00154839	0.00079751	0.000195294	-0.000336583	-0.000886577	-0.00152325	-0.00226382	-0.00306869	-0.00384989	-0.00449683	-0.00489363	-0.00496001
